average_rating,year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
8.0,2017,17K221,P.S. 221 Toussaint L'Ouverture,56%,95%,94%,98%,95%,99%,98%,97%,97%,95%,99%,97%,97%,98%,95%,98%,94%,97%,93%
8.25,2017,22K222,P.S. 222 Katherine R. Snyder,74%,95%,96%,98%,96%,98%,97%,97%,97%,97%,96%,96%,97%,97%,98%,99%,98%,97%,90%
8.166666666666666,2017,20K223,J.H.S. 223 The Montauk,57%,86%,89%,98%,92%,96%,97%,97%,97%,95%,96%,91%,96%,97%,97%,95%,94%,94%,77%
7.111111111111111,2017,19K224,P.S. 224 Hale A. Woodruff,55%,94%,94%,98%,95%,96%,97%,93%,94%,97%,94%,97%,94%,96%,93%,96%,95%,96%,95%
7.769230769230769,2017,21K225,P.S. K225 - The Eileen E. Zaglin,77%,90%,88%,97%,93%,95%,96%,95%,94%,94%,93%,91%,94%,93%,94%,93%,90%,92%,85%
8.0,2017,20K227,J.H.S. 227 Edward B. Shallow,34%,88%,86%,96%,93%,96%,97%,95%,95%,97%,94%,95%,96%,95%,97%,97%,95%,95%,75%
9.0,2017,21K228,I.S. 228 David A. Boody,65%,88%,89%,96%,92%,95%,95%,95%,96%,94%,93%,94%,97%,96%,97%,95%,96%,96%,78%
7.6,2017,20K229,P.S. 229 Dyker,79%,92%,94%,98%,94%,98%,96%,95%,94%,97%,94%,95%,95%,95%,98%,97%,96%,96%,88%
8.0,2017,15K230,P.S. 230 Doris L. Cohen,65%,96%,97%,98%,97%,96%,98%,98%,98%,98%,97%,96%,98%,98%,98%,98%,98%,99%,90%
7.75,2017,75K231,P.S. K231,50%,95%,96%,97%,94%,96%,97%,95%,95%,97%,93%,96%,96%,96%,95%,96%,95%,97%,90%
7.75,2017,18K233,P.S. 233 Langston Hughes,33%,88%,91%,96%,94%,98%,98%,98%,98%,96%,96%,96%,99%,98%,98%,98%,94%,98%,88%
7.5,2017,22K234,J.H.S. 234 Arthur W. Cunningham,56%,86%,85%,95%,91%,97%,96%,95%,95%,94%,94%,93%,95%,96%,96%,96%,94%,94%,84%
9.0,2017,18K235,P.S. 235 Janice Marie Knight School,36%,86%,89%,97%,90%,97%,95%,94%,92%,96%,94%,92%,95%,95%,97%,95%,94%,95%,92%
7.777777777777778,2017,21K238,P.S. 238 Anne Sullivan,56%,94%,94%,100%,96%,98%,98%,96%,97%,98%,96%,94%,97%,96%,98%,98%,96%,99%,88%
8.166666666666666,2017,22K240,Andries Hudde,27%,86%,89%,97%,92%,95%,97%,96%,96%,95%,95%,91%,96%,95%,91%,96%,97%,97%,89%
7.8,2017,17K241,P.S. 241 Emma L. Johnston,70%,88%,91%,97%,94%,98%,96%,94%,96%,95%,94%,93%,93%,93%,95%,96%,95%,97%,90%
7.5,2017,16K243,P.S. 243K- The Weeksville School,34%,81%,85%,82%,68%,79%,70%,68%,71%,90%,74%,77%,67%,73%,84%,76%,88%,92%,91%
7.8,2017,18K244,P.S. 244 Richard R. Green,20%,89%,89%,95%,90%,91%,85%,83%,84%,98%,88%,92%,93%,95%,91%,98%,94%,98%,93%
7.0,2017,22K245,P.S. 245,89%,95%,91%,90%,95%,93%,77%,76%,76%,94%,74%,95%,79%,80%,97%,96%,98%,98%,96%
9.0,2017,20K247,P.S. 247 Brooklyn,60%,96%,96%,99%,97%,96%,98%,98%,98%,97%,97%,95%,98%,97%,99%,97%,97%,97%,90%
7.0,2017,17K249,P.S. 249 The Caton,96%,91%,94%,98%,94%,96%,96%,95%,96%,96%,93%,95%,96%,96%,96%,95%,97%,97%,91%
7.0,2017,14K250,P.S. 250 George H. Lindsay,75%,95%,97%,99%,96%,96%,96%,92%,92%,97%,92%,96%,94%,95%,95%,98%,96%,98%,90%
6.666666666666667,2017,22K251,P.S. 251 Paerdegat,64%,91%,95%,97%,93%,98%,94%,93%,95%,96%,94%,95%,96%,95%,96%,95%,96%,97%,89%
7.846153846153846,2017,21K253,P.S. 253,99%,97%,97%,98%,98%,97%,97%,97%,98%,98%,98%,98%,98%,97%,99%,98%,98%,98%,91%
7.846153846153846,2017,27Q253,P.S. 253,70%,89%,91%,93%,91%,93%,93%,90%,89%,92%,91%,91%,92%,92%,93%,94%,95%,95%,86%
8.1,2017,22K254,P.S. 254 Dag Hammarskjold,79%,94%,94%,98%,96%,97%,98%,98%,98%,96%,99%,95%,98%,98%,99%,98%,97%,98%,88%
7.5,2017,22K255,P.S. 255 Barbara Reing School,55%,92%,93%,99%,94%,95%,96%,94%,96%,97%,95%,93%,96%,96%,97%,97%,93%,97%,94%
7.0,2017,13K256,P.S. 256 Benjamin Banneker,40%,87%,91%,92%,90%,95%,89%,88%,90%,89%,88%,90%,92%,93%,91%,96%,92%,95%,92%
7.0,2017,14K257,P.S. 257 John F. Hylan,79%,97%,97%,98%,98%,99%,98%,98%,98%,98%,98%,97%,98%,98%,98%,99%,99%,99%,96%
8.11111111111111,2017,15K261,P.S. 261 Philip Livingston,52%,95%,96%,99%,98%,99%,99%,99%,99%,98%,97%,96%,98%,99%,99%,99%,97%,98%,98%
7.0,2017,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,97%,90%,93%,97%,94%,96%,96%,93%,94%,94%,95%,94%,95%,95%,97%,96%,93%,97%,90%
7.529411764705882,2017,13K266,M.S. K266 - Park Place Community Middle School,44%,90%,89%,90%,90%,94%,94%,92%,92%,88%,91%,89%,93%,94%,92%,93%,95%,95%,95%
8.0,2017,16K267,"M.S. 267 Math, Science & Technology",74%,93%,95%,95%,96%,95%,95%,94%,94%,98%,94%,97%,97%,97%,95%,97%,98%,98%,92%
8.0,2017,18K268,P.S. 268 Emma Lazarus,39%,91%,92%,96%,96%,96%,95%,94%,95%,94%,96%,92%,96%,95%,97%,96%,92%,95%,93%
8.0,2017,22K269,P.S. 269 Nostrand,52%,96%,97%,99%,93%,100%,96%,94%,95%,99%,92%,97%,93%,95%,97%,94%,95%,98%,86%
5.0,2017,18K272,P.S. 272 Curtis Estabrook,45%,87%,84%,95%,91%,95%,93%,93%,94%,91%,93%,94%,92%,93%,94%,96%,88%,92%,87%
6.8,2017,19K273,P.S. 273 Wortman,41%,94%,93%,100%,95%,94%,96%,94%,94%,96%,92%,92%,88%,88%,95%,97%,91%,94%,93%
8.0,2017,32K274,P.S. 274 Kosciusko,40%,90%,93%,96%,92%,96%,95%,90%,91%,95%,89%,93%,92%,92%,95%,94%,98%,98%,92%
5.0,2017,18K276,P.S. 276 Louis Marshall,60%,89%,88%,95%,92%,96%,96%,94%,95%,93%,95%,92%,96%,95%,94%,96%,91%,93%,86%
7.9,2017,22K277,P.S. 277 Gerritsen Beach,92%,95%,95%,98%,96%,96%,95%,94%,94%,97%,95%,94%,94%,94%,97%,98%,95%,97%,95%
5.0,2017,18K279,P.S. 279 Herman Schreiber,47%,90%,96%,97%,94%,97%,95%,92%,94%,97%,92%,94%,92%,93%,94%,97%,97%,98%,90%
8.0,2017,21K281,I.S. 281 Joseph B Cavallaro,38%,86%,88%,96%,93%,94%,96%,94%,96%,95%,94%,94%,96%,93%,95%,96%,95%,95%,78%
7.529411764705882,2017,13K282,P.S. 282 Park Slope,19%,86%,90%,93%,90%,95%,94%,94%,93%,95%,96%,94%,97%,95%,96%,91%,92%,93%,95%
7.75,2017,18K285,I.S. 285 Meyer Levin,57%,85%,85%,95%,93%,95%,95%,94%,94%,93%,95%,95%,96%,95%,93%,93%,94%,95%,89%
8.136363636363637,2017,13K287,P.S. 287 Bailey K. Ashford,98%,88%,89%,97%,87%,93%,93%,92%,93%,93%,88%,93%,94%,91%,98%,93%,92%,94%,89%
8.4,2017,21K288,P.S. 288 The Shirley Tanyhill,27%,90%,95%,98%,95%,93%,96%,96%,96%,95%,95%,91%,96%,96%,92%,94%,92%,96%,88%
8.0,2017,17K289,P.S. 289 George V. Brower,37%,88%,90%,97%,87%,90%,95%,90%,94%,91%,89%,86%,94%,96%,91%,95%,97%,98%,95%
8.1,2017,19K290,P.S. 290 Juan Morel Campos,20%,92%,95%,94%,93%,95%,94%,94%,93%,94%,95%,94%,92%,92%,95%,94%,96%,94%,90%
8.0,2017,32K291,J.H.S. 291 Roland Hayes,50%,93%,89%,95%,95%,95%,94%,94%,92%,95%,91%,95%,93%,93%,94%,96%,95%,96%,86%
7.6,2017,19K292,J.H.S. 292 Margaret S. Douglas,53%,81%,86%,97%,86%,94%,96%,92%,94%,94%,89%,89%,96%,93%,86%,94%,93%,96%,73%
7.2,2017,15K295,P.S. 295,64%,90%,93%,98%,95%,99%,97%,96%,96%,96%,98%,95%,97%,98%,99%,96%,95%,96%,92%
7.0,2017,14K297,P.S. 297 Abraham Stockton,77%,95%,93%,97%,98%,97%,95%,96%,95%,96%,94%,94%,97%,96%,96%,99%,96%,99%,91%
6.4,2017,23K298,P.S. 298 Dr. Betty Shabazz,50%,92%,94%,96%,91%,95%,95%,91%,87%,95%,89%,93%,99%,99%,92%,92%,91%,95%,92%
8.0,2017,32K299,P.S. 299 Thomas Warren Field,100%,96%,95%,95%,96%,96%,95%,95%,96%,95%,96%,96%,96%,96%,95%,96%,95%,94%,96%
7.0,2017,13K301,Satellite East Middle School,68%,96%,94%,100%,97%,97%,97%,97%,97%,98%,99%,97%,97%,98%,97%,97%,98%,100%,95%
7.25,2017,21K303,I.S. 303 Herbert S. Eisenberg,86%,79%,82%,95%,88%,93%,95%,93%,93%,92%,89%,89%,90%,90%,92%,93%,93%,92%,78%
6.75,2017,19K306,P.S. 306 Ethan Allen,26%,91%,93%,97%,90%,96%,72%,69%,70%,97%,68%,92%,71%,73%,94%,90%,98%,98%,91%
8.272727272727273,2017,13K307,P.S. 307 Daniel Hale Williams,39%,96%,96%,98%,97%,97%,92%,90%,90%,96%,91%,97%,94%,96%,97%,98%,99%,98%,90%
8.0,2017,16K308,P.S. 308 Clara Cardwell,50%,89%,89%,93%,89%,94%,92%,93%,92%,93%,96%,92%,95%,92%,88%,91%,94%,93%,91%
8.333333333333334,2017,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,77%,91%,93%,95%,93%,97%,98%,95%,95%,95%,96%,92%,97%,98%,95%,95%,95%,98%,93%
8.0,2017,20K310,The School For Future Leaders,89%,99%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,99%,99%,100%,100%,100%,100%,97%
6.0,2017,19K311,Essence School,60%,91%,87%,96%,94%,92%,93%,93%,94%,98%,94%,98%,94%,94%,96%,98%,96%,98%,94%
8.5,2017,22K315,P.S. K315,51%,90%,92%,94%,89%,93%,94%,93%,93%,95%,95%,92%,97%,97%,98%,96%,92%,93%,93%
7.166666666666667,2017,17K316,P.S. 316 Elijah Stroud,43%,93%,96%,98%,97%,97%,95%,95%,95%,96%,95%,98%,97%,96%,98%,95%,95%,98%,97%
7.0,2017,14K318,I.S. 318 Eugenio Maria De Hostos,69%,87%,90%,97%,88%,94%,96%,96%,96%,94%,93%,94%,96%,93%,96%,95%,98%,97%,82%
7.0,2017,14K319,P.S. 319,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
7.75,2017,15K321,P.S. 321 William Penn,51%,97%,95%,98%,97%,98%,98%,99%,98%,96%,99%,96%,99%,99%,99%,97%,98%,98%,96%
5.666666666666667,2017,23K323,P.S./I.S. 323,66%,95%,93%,97%,92%,97%,93%,92%,94%,95%,91%,94%,95%,97%,96%,96%,95%,96%,90%
9.0,2017,19K325,The Fresh Creek School,49%,89%,93%,95%,87%,98%,98%,95%,94%,89%,96%,88%,89%,92%,95%,98%,89%,94%,93%
6.0,2017,22K326,P.S. 326,58%,98%,97%,99%,100%,99%,99%,100%,100%,99%,99%,99%,99%,98%,99%,99%,99%,99%,96%
5.666666666666667,2017,23K327,P.S. 327 Dr. Rose B. English,78%,81%,83%,90%,80%,88%,78%,75%,73%,87%,70%,83%,80%,79%,84%,85%,85%,90%,80%
7.0,2017,19K328,P.S. 328 Phyllis Wheatley,100%,94%,95%,96%,95%,96%,92%,92%,93%,94%,89%,92%,94%,93%,94%,92%,93%,92%,92%
8.25,2017,21K329,P.S. 329 Surfside,76%,94%,94%,96%,91%,93%,90%,92%,91%,94%,90%,93%,91%,92%,95%,94%,95%,95%,90%
7.166666666666667,2017,84K333,Explore Exceed Charter School,57%,93%,95%,100%,95%,100%,99%,99%,100%,98%,100%,97%,95%,96%,98%,99%,94%,95%,91%
7.0,2017,16K335,P.S. 335 Granville T. Woods,44%,93%,94%,95%,96%,99%,94%,92%,94%,97%,92%,95%,96%,97%,95%,95%,98%,96%,94%
7.714285714285714,2017,17K340,I.S. 340,36%,90%,91%,95%,91%,96%,95%,94%,94%,95%,96%,95%,97%,97%,98%,98%,95%,98%,95%
8.333333333333334,2017,19K345,P.S. 345 Patrolman Robert Bolden,55%,92%,95%,96%,93%,91%,92%,90%,90%,96%,94%,95%,94%,94%,93%,97%,95%,97%,93%
7.0,2017,19K346,P.S. 346 Abe Stark,54%,90%,92%,97%,92%,96%,92%,90%,90%,96%,90%,93%,92%,92%,94%,95%,92%,96%,95%
7.8,2017,32K349,"I.S. 349 Math, Science & Tech.",43%,85%,93%,95%,94%,94%,93%,93%,90%,94%,91%,90%,94%,92%,92%,93%,95%,96%,81%
7.25,2017,13K351,The Urban Assembly Unison School,32%,93%,95%,98%,93%,93%,98%,98%,98%,100%,95%,95%,97%,100%,98%,98%,95%,95%,92%
7.666666666666667,2017,17K352,Ebbets Field Middle School,100%,84%,81%,84%,83%,61%,61%,60%,61%,78%,84%,81%,62%,66%,72%,82%,83%,84%,68%
7.166666666666667,2017,17K353,Elijah Stroud Middle School,95%,91%,88%,94%,96%,96%,98%,97%,96%,92%,95%,91%,96%,96%,96%,96%,97%,97%,78%
7.2,2017,84K355,Williamsburg Collegiate Charter School,51%,92%,95%,97%,94%,98%,97%,96%,96%,96%,99%,96%,98%,98%,99%,95%,97%,98%,93%
9.0,2017,84K356,Achievement First Crown Heights Charter School,44%,89%,91%,94%,91%,94%,93%,92%,91%,93%,94%,90%,93%,92%,95%,94%,96%,95%,95%
6.0,2017,84K358,Achievement First East New York Charter School,37%,93%,93%,97%,93%,97%,94%,96%,95%,97%,96%,97%,98%,98%,97%,98%,97%,98%,95%
7.333333333333333,2017,84K359,The Uft Charter School,25%,92%,95%,99%,96%,96%,99%,97%,98%,95%,98%,95%,93%,92%,97%,98%,95%,98%,89%
7.5,2017,84K360,Launch Expeditionary Learning Charter School,60%,93%,89%,96%,95%,98%,96%,96%,96%,95%,95%,94%,97%,96%,96%,96%,95%,97%,94%
8.0,2017,22K361,P.S. 361 East Flatbush Early Childhood School,68%,91%,95%,99%,93%,98%,99%,98%,96%,98%,95%,96%,98%,97%,98%,95%,95%,97%,88%
7.5,2017,84K362,Hellenic Classical Charter School,78%,95%,94%,96%,96%,97%,97%,97%,97%,95%,96%,94%,96%,97%,96%,99%,98%,97%,97%
6.4,2017,23K363,Brownsville Collaborative Middle School,66%,92%,94%,96%,94%,94%,98%,96%,94%,100%,94%,90%,98%,100%,94%,94%,94%,100%,84%
7.0,2017,19K364,I.S. 364 Gateway,59%,91%,90%,95%,92%,95%,95%,95%,94%,94%,94%,94%,94%,93%,94%,96%,94%,94%,88%
7.0,2017,84K367,Success Academy Charter School - Bed-Stuy 1,20%,94%,97%,94%,94%,94%,91%,95%,93%,94%,92%,95%,90%,90%,97%,93%,95%,94%,97%
7.0,2017,75K368,P.S. 368,25%,92%,91%,94%,91%,96%,94%,94%,94%,91%,94%,89%,91%,88%,93%,86%,91%,91%,87%
7.954545454545454,2017,75K369,P.S. K369 - Coy L. Cox School,25%,88%,90%,96%,92%,93%,94%,91%,95%,93%,91%,92%,95%,91%,94%,97%,93%,94%,89%
7.4,2017,75K370,P.S. 370,26%,97%,98%,98%,98%,97%,95%,95%,94%,98%,98%,100%,96%,96%,100%,97%,97%,97%,87%
6.5,2017,75K371,P.S. 371 - Lillian L. Rashkis,48%,97%,97%,100%,98%,100%,98%,99%,99%,98%,98%,97%,99%,99%,98%,99%,99%,100%,96%
7.0,2017,75K373,P.S. 373 - Brooklyn Transition Center,64%,94%,93%,97%,96%,97%,97%,95%,96%,95%,94%,98%,97%,96%,96%,97%,97%,98%,89%
7.666666666666667,2017,17K375,P.S. 375 Jackie Robinson School,52%,86%,89%,97%,92%,92%,95%,92%,90%,92%,94%,92%,94%,94%,91%,92%,94%,94%,93%
7.8,2017,32K376,P.S. 376,84%,89%,94%,97%,96%,97%,96%,96%,96%,97%,93%,96%,95%,96%,97%,96%,95%,96%,87%
7.666666666666667,2017,32K377,P.S. 377 Alejandrina B. De Gautier,65%,87%,87%,96%,91%,94%,95%,93%,89%,92%,91%,92%,89%,90%,89%,93%,93%,92%,87%
7.6,2017,84K379,Explore Excel Charter School,81%,91%,91%,96%,93%,98%,96%,95%,94%,96%,94%,93%,95%,96%,95%,97%,94%,95%,85%
7.166666666666667,2017,14K380,P.S. 380 John Wayne Elementary,100%,96%,98%,98%,97%,97%,96%,97%,96%,98%,96%,97%,98%,97%,98%,98%,99%,99%,93%
8.166666666666666,2017,22K381,I. S. 381,34%,91%,94%,99%,94%,91%,98%,98%,96%,94%,94%,95%,98%,94%,99%,94%,99%,99%,84%
7.8,2017,32K383,J.H.S. 383 Philippa Schuyler,35%,88%,92%,98%,94%,95%,95%,94%,94%,97%,94%,95%,95%,95%,96%,94%,96%,96%,89%
6.5,2017,32K384,P.S. /I.S. 384 Frances E. Carter,73%,86%,89%,95%,89%,96%,91%,86%,84%,92%,86%,90%,88%,88%,89%,90%,91%,95%,90%
8.666666666666666,2017,84K386,Invictus Preparatory Charter School,38%,85%,90%,97%,88%,92%,92%,90%,90%,92%,96%,91%,93%,97%,93%,96%,92%,95%,91%
6.5,2017,23K392,I.S. 392,56%,81%,84%,92%,87%,89%,90%,91%,91%,93%,90%,91%,97%,97%,95%,95%,94%,95%,88%
6.666666666666667,2017,17K394,M.S. K394,31%,84%,84%,92%,81%,92%,87%,84%,83%,89%,82%,83%,87%,91%,88%,86%,88%,90%,94%
5.666666666666667,2017,75K396,P.S. K396,20%,88%,93%,98%,93%,98%,95%,93%,93%,94%,95%,93%,91%,91%,96%,93%,91%,95%,84%
9.0,2017,17K397,P.S. 397 Foster-Laurie,58%,97%,98%,98%,94%,98%,98%,97%,98%,98%,97%,97%,98%,99%,99%,100%,96%,100%,94%
7.333333333333333,2017,17K398,P.S. 398 Walter Weaver,97%,89%,93%,97%,93%,97%,94%,94%,96%,95%,92%,92%,94%,94%,96%,94%,91%,94%,91%
8.0,2017,17K399,P.S. 399 Stanley Eugene Clark,31%,88%,88%,96%,90%,97%,94%,92%,91%,97%,90%,93%,95%,94%,97%,97%,93%,96%,92%
6.857142857142857,2017,23K401,Christopher Avenue Community School,41%,90%,86%,92%,86%,97%,91%,90%,88%,92%,89%,92%,89%,90%,90%,95%,94%,95%,91%
8.5,2017,22K405,Midwood High School,15%,83%,81%,97%,87%,94%,96%,94%,94%,94%,91%,90%,95%,94%,92%,94%,94%,91%,74%
7.6,2017,19K409,East New York Family Academy,28%,86%,86%,94%,93%,94%,95%,94%,94%,98%,95%,95%,97%,96%,97%,95%,95%,96%,93%
7.666666666666667,2017,21K410,Abraham Lincoln High School,21%,84%,81%,96%,83%,92%,95%,92%,91%,93%,90%,91%,92%,90%,93%,92%,94%,94%,65%
7.0,2017,14K414,Brooklyn Arbor Elementary School,69%,96%,97%,99%,98%,99%,97%,97%,97%,96%,97%,97%,97%,97%,98%,98%,97%,98%,96%
7.0,2017,84K417,Urban Dove Charter School,53%,94%,99%,100%,98%,98%,98%,99%,98%,100%,98%,100%,97%,98%,99%,98%,98%,99%,98%
7.166666666666667,2017,19K422,Spring Creek Community School,47%,91%,89%,98%,93%,98%,98%,94%,96%,94%,93%,94%,97%,96%,96%,95%,97%,97%,91%
8.25925925925926,2017,15K423,Brooklyn Frontiers High School,17%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,95%,95%,95%,87%,96%,96%,96%,87%
8.4,2017,22K425,James Madison High School,18%,83%,83%,93%,87%,92%,91%,91%,89%,92%,91%,87%,92%,91%,92%,92%,91%,92%,72%
7.869565217391305,2017,13K430,Brooklyn Technical High School,23%,80%,80%,97%,88%,95%,95%,95%,92%,93%,95%,88%,95%,94%,97%,94%,95%,94%,76%
8.166666666666666,2017,13K439,Brooklyn International High School,84%,91%,91%,97%,95%,95%,97%,97%,96%,94%,96%,93%,96%,96%,94%,98%,95%,97%,84%
9.0,2017,20K445,New Utrecht High School,1%,88%,89%,100%,89%,96%,96%,93%,89%,88%,93%,88%,96%,92%,92%,86%,89%,96%,75%
6.833333333333333,2017,23K446,Riverdale Avenue Community School,28%,91%,93%,96%,93%,97%,96%,96%,96%,94%,94%,94%,94%,94%,96%,94%,94%,97%,96%
7.631578947368421,2017,15K447,The Math & Science Exploratory School,68%,89%,92%,99%,95%,98%,98%,98%,96%,97%,98%,95%,98%,98%,98%,97%,98%,98%,92%
6.833333333333333,2017,14K449,"Brooklyn Latin School, The",20%,81%,83%,95%,89%,95%,95%,96%,93%,93%,94%,92%,96%,93%,99%,96%,93%,97%,80%
7.714285714285714,2017,15K464,Park Slope Collegiate,21%,87%,86%,96%,95%,97%,97%,95%,96%,96%,97%,93%,95%,95%,93%,92%,96%,96%,87%
8.5,2017,21K468,Kingsborough Early College School,39%,91%,93%,96%,92%,95%,94%,95%,94%,97%,95%,93%,96%,96%,97%,94%,96%,95%,82%
7.6,2017,84K473,Williamsburg Charter High School,50%,86%,86%,96%,91%,96%,95%,94%,94%,93%,93%,91%,96%,93%,96%,94%,93%,94%,83%
7.0,2017,84K486,New Dawn Charter High School,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
7.375,2017,14K488,Brooklyn Preparatory High School,18%,78%,84%,97%,84%,92%,87%,92%,86%,91%,84%,87%,88%,89%,80%,97%,94%,95%,84%
7.5,2017,17K489,W.E.B. Dubois Academic High School,20%,94%,94%,100%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%
7.0,2017,23K493,Brooklyn Collegiate: A College Board School,15%,92%,83%,94%,92%,97%,97%,97%,97%,86%,94%,95%,97%,97%,97%,92%,92%,95%,84%
6.0,2017,20K505,Franklin Delano Roosevelt High School,32%,82%,84%,95%,89%,94%,94%,92%,90%,95%,89%,92%,92%,91%,95%,94%,94%,94%,66%
7.533333333333333,2017,84K508,Achievement First Endeavor Charter School,17%,91%,92%,96%,95%,96%,95%,94%,94%,95%,96%,93%,96%,95%,94%,97%,95%,95%,95%
6.5,2017,15K516,Sunset Park Avenues Elementary School,83%,98%,97%,98%,98%,98%,98%,99%,98%,99%,98%,98%,98%,98%,97%,100%,100%,99%,92%
8.5,2017,21K525,Edward R. Murrow High School,15%,82%,82%,96%,89%,97%,95%,95%,94%,94%,93%,88%,96%,94%,96%,94%,95%,95%,79%
7.8,2017,15K529,West Brooklyn Community High School,39%,96%,94%,100%,99%,100%,100%,100%,100%,100%,99%,100%,100%,97%,99%,99%,97%,98%,79%
8.0,2017,17K532,New Bridges Elementary,60%,95%,96%,98%,97%,98%,98%,98%,99%,97%,97%,99%,97%,98%,98%,98%,97%,98%,93%
7.961538461538462,2017,84K536,Community Roots Charter School,67%,97%,98%,99%,98%,97%,99%,98%,97%,98%,99%,97%,96%,97%,96%,97%,98%,99%,97%
7.8,2017,84K538,Achievement First Bushwick Charter School,28%,92%,93%,93%,91%,92%,92%,92%,92%,93%,94%,94%,95%,95%,95%,94%,97%,97%,94%
8.5,2017,21K540,John Dewey High School,41%,80%,82%,93%,84%,92%,91%,90%,88%,90%,85%,87%,88%,89%,91%,92%,92%,92%,66%
8.0,2017,32K554,All City Leadership Secondary School,37%,94%,95%,98%,97%,98%,98%,98%,98%,96%,98%,96%,98%,96%,97%,96%,98%,96%,96%
7.0,2017,22K555,Brooklyn College Academy,55%,86%,81%,96%,89%,97%,97%,94%,94%,94%,95%,91%,94%,93%,100%,95%,94%,93%,89%
6.0,2017,19K557,Brooklyn Gardens Elementary School,63%,94%,93%,96%,95%,96%,96%,96%,96%,95%,95%,95%,96%,96%,95%,96%,96%,98%,96%
7.375,2017,14K561,Williamsburg Preparatory School,52%,87%,87%,95%,90%,94%,94%,92%,90%,92%,86%,89%,92%,89%,85%,94%,93%,95%,78%
8.0,2017,32K564,Bushwick Community High School,52%,97%,94%,99%,97%,99%,99%,98%,99%,96%,97%,94%,98%,98%,97%,99%,100%,100%,85%
7.166666666666667,2017,18K567,Brooklyn Theatre Arts High School,23%,68%,79%,97%,87%,97%,91%,91%,89%,94%,90%,93%,96%,96%,87%,92%,93%,93%,79%
6.5,2017,17K568,Brownsville Academy High School,41%,98%,96%,96%,96%,94%,94%,96%,98%,96%,98%,96%,95%,93%,96%,98%,100%,98%,91%
7.75,2017,18K569,Kurt Hahn Expeditionary Learning School,24%,90%,85%,95%,90%,90%,89%,85%,91%,95%,92%,94%,90%,94%,99%,95%,93%,92%,82%
7.166666666666667,2017,18K576,Victory Collegiate High School,14%,80%,83%,98%,86%,95%,85%,83%,88%,92%,88%,88%,89%,82%,92%,93%,92%,89%,78%
7.5,2017,14K577,Conselyea Preparatory School,96%,89%,92%,97%,94%,95%,97%,95%,96%,94%,93%,93%,96%,96%,97%,98%,97%,95%,83%
7.166666666666667,2017,18K578,Brooklyn Bridge Academy,65%,99%,99%,100%,99%,100%,99%,99%,100%,100%,99%,98%,100%,100%,100%,99%,99%,100%,83%
7.0,2017,14K582,M.S. 582,76%,90%,90%,98%,93%,98%,98%,97%,96%,93%,95%,93%,95%,93%,96%,94%,95%,96%,89%
6.0,2017,19K583,Multicultural High School,51%,95%,97%,98%,99%,98%,99%,98%,98%,95%,99%,97%,94%,95%,98%,99%,99%,98%,86%
7.0,2017,16K584,M.S. 584,58%,89%,91%,88%,89%,88%,86%,85%,86%,89%,81%,88%,88%,88%,91%,91%,85%,87%,81%
6.833333333333333,2017,14K586,Lyons Community School,13%,83%,89%,91%,91%,96%,95%,95%,93%,88%,91%,88%,94%,91%,88%,93%,95%,96%,85%
8.5,2017,18K589,Arts & Media Preparatory Academy,43%,81%,83%,94%,87%,91%,94%,91%,91%,93%,92%,90%,93%,95%,95%,90%,95%,95%,67%
8.0,2017,17K590,Medgar Evers College Preparatory School,46%,91%,92%,96%,93%,97%,96%,96%,96%,96%,96%,94%,96%,97%,97%,96%,97%,97%,94%
7.791666666666667,2017,15K592,Khalil Gibran International Academy,54%,93%,96%,100%,96%,99%,96%,97%,98%,94%,100%,98%,99%,99%,96%,97%,97%,96%,74%
8.0,2017,84K593,Excellence Boys Charter School,44%,92%,92%,95%,95%,96%,94%,91%,92%,94%,93%,91%,94%,92%,97%,96%,97%,95%,94%
7.6,2017,16K594,Gotham Professional Arts Academy,18%,81%,88%,97%,97%,100%,94%,94%,97%,97%,97%,97%,100%,94%,97%,100%,87%,91%,91%
7.666666666666667,2017,23K599,Brooklyn Landmark Elementary School,99%,97%,98%,98%,98%,97%,98%,98%,98%,97%,97%,97%,97%,97%,97%,99%,98%,99%,94%
7.8,2017,17K600,Clara Barton High School,19%,80%,79%,90%,83%,91%,90%,88%,87%,90%,87%,85%,90%,89%,83%,89%,90%,90%,81%
7.25,2017,84K608,Kings Collegiate Charter School,82%,95%,94%,97%,95%,98%,98%,96%,97%,98%,96%,96%,97%,97%,98%,97%,97%,96%,96%
8.125,2017,22K611,Origins High School,35%,93%,89%,98%,97%,98%,98%,93%,95%,97%,96%,98%,97%,97%,98%,98%,98%,99%,84%
