DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
02M605,HUMANITIES PREPARATORY ACADEMY,44%,98%,99%,97%,99%,99%,98%,99%,99%,97%,98%,97%,99%,99%,98%,98%,98%,98%,80%,,,,,,,,,,,,
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,22%,88%,91%,99%,95%,98%,97%,95%,95%,99%,92%,99%,92%,95%,100%,95%,91%,93%,86%,,,,,,,,,,,,
02M630,ART AND DESIGN HIGH SCHOOL,33%,83%,84%,96%,88%,96%,93%,92%,92%,94%,87%,86%,93%,93%,96%,91%,93%,94%,85%,,,,,,,,,,,,
02M655,LIFE SCIENCES SECONDARY SCHOOL,16%,75%,81%,94%,85%,93%,91%,86%,88%,96%,88%,82%,89%,85%,89%,89%,88%,90%,84%,,,,,,,,,,,,
02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,56%,94%,94%,98%,96%,98%,97%,98%,98%,95%,97%,94%,97%,97%,96%,97%,96%,97%,95%,,,,,,,,,,,,
02M933,CITY KNOLL MIDDLE SCHOOL,22%,82%,74%,86%,74%,89%,71%,70%,69%,80%,66%,82%,72%,73%,76%,83%,82%,90%,86%,,,,,,,,,,,,
03M009,P.S. 009 SARAH ANDERSON,72%,95%,97%,99%,96%,99%,97%,98%,99%,99%,97%,97%,99%,99%,99%,98%,99%,98%,97%,,,,,,,,,,,,
03M054,J.H.S. 054 BOOKER T. WASHINGTON,61%,88%,89%,97%,90%,98%,92%,93%,94%,95%,91%,90%,93%,93%,97%,94%,96%,97%,94%,,,,,,,,,,,,
03M075,P.S. 075 EMILY DICKINSON,45%,92%,96%,96%,94%,98%,94%,89%,91%,94%,92%,94%,93%,94%,95%,96%,95%,96%,96%,,,,,,,,,,,,
03M076,P.S. 076 A. PHILIP RANDOLPH,65%,93%,95%,99%,95%,100%,98%,96%,96%,96%,95%,95%,96%,97%,94%,97%,96%,97%,93%,,,,,,,,,,,,
03M084,P.S. 084 LILLIAN WEBER,61%,89%,92%,97%,87%,98%,91%,92%,92%,95%,87%,91%,93%,94%,98%,88%,95%,95%,93%,,,,,,,,,,,,
03M087,P.S. 087 WILLIAM SHERMAN,75%,94%,96%,98%,95%,99%,96%,92%,93%,95%,90%,95%,96%,96%,97%,97%,97%,98%,95%,,,,,,,,,,,,
03M145,"P.S. 145, THE BLOOMINGDALE SCHOOL",72%,93%,92%,96%,93%,96%,94%,94%,93%,95%,93%,96%,93%,94%,96%,96%,96%,96%,94%,,,,,,,,,,,,
03M149,P.S. 149 SOJOURNER TRUTH,79%,94%,97%,98%,98%,98%,91%,86%,84%,97%,83%,95%,93%,93%,95%,97%,98%,99%,97%,,,,,,,,,,,,
03M163,P.S. 163 ALFRED E. SMITH,55%,88%,91%,97%,91%,98%,92%,84%,85%,97%,86%,92%,90%,91%,95%,94%,95%,95%,92%,,,,,,,,,,,,
03M165,P.S. 165 ROBERT E. SIMON,57%,95%,98%,98%,94%,98%,91%,84%,85%,98%,87%,95%,89%,89%,96%,97%,95%,98%,92%,,,,,,,,,,,,
03M166,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,74%,90%,91%,98%,89%,98%,83%,80%,79%,96%,71%,90%,80%,87%,94%,94%,96%,94%,96%,,,,,,,,,,,,
03M180,P.S. 180 HUGO NEWMAN,44%,88%,91%,96%,91%,97%,91%,85%,87%,96%,86%,89%,91%,90%,91%,91%,90%,94%,96%,,,,,,,,,,,,
03M185,P.S. 185 - THE EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL,98%,94%,96%,98%,97%,96%,96%,96%,97%,94%,94%,94%,95%,95%,96%,95%,95%,95%,93%,,,,,,,,,,,,
03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,89%,93%,95%,98%,96%,98%,94%,92%,93%,98%,92%,95%,95%,96%,94%,96%,97%,98%,95%,,,,,,,,,,,,
03M199,P.S. 199 JESSIE ISADOR STRAUS,55%,91%,93%,97%,92%,97%,86%,86%,85%,97%,77%,93%,88%,90%,96%,95%,96%,96%,96%,,,,,,,,,,,,
03M208,THE ALAIN L. LOCKE MAGNET SCHOOL FOR ENVIRONMENTAL STEWARDSHIP,74%,94%,95%,96%,95%,98%,97%,94%,96%,97%,97%,96%,97%,97%,96%,95%,90%,93%,91%,,,,,,,,,,,,
03M241,STEM INSTITUTE OF MANHATTAN,62%,92%,93%,92%,93%,92%,86%,92%,90%,96%,88%,95%,91%,91%,92%,89%,90%,92%,98%,,,,,,,,,,,,
03M242,P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,72%,93%,96%,97%,96%,99%,95%,93%,94%,98%,92%,94%,95%,96%,96%,98%,97%,97%,94%,,,,,,,,,,,,
03M243,M.S. 243 CENTER SCHOOL,99%,89%,89%,97%,90%,98%,97%,99%,98%,92%,95%,94%,99%,97%,100%,96%,97%,98%,99%,,,,,,,,,,,,
03M245,M.S. M245 THE COMPUTER SCHOOL,65%,93%,92%,98%,94%,99%,96%,96%,97%,97%,95%,95%,98%,97%,99%,97%,98%,98%,95%,,,,,,,,,,,,
03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,76%,97%,100%,100%,100%,99%,99%,98%,99%,98%,99%,98%,95%,98%,98%,99%,99%,98%,93%,,,,,,,,,,,,
03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,40%,85%,91%,97%,94%,97%,94%,91%,91%,97%,88%,90%,94%,92%,91%,94%,91%,94%,92%,,,,,,,,,,,,
03M256,LAFAYETTE ACADEMY,34%,95%,93%,95%,93%,100%,98%,100%,100%,93%,98%,90%,98%,98%,95%,100%,98%,98%,89%,,,,,,,,,,,,
03M258,COMMUNITY ACTION SCHOOL - MS 258,57%,92%,96%,97%,97%,99%,98%,97%,99%,98%,96%,96%,98%,97%,97%,97%,98%,97%,90%,,,,,,,,,,,,
03M291,WEST END SECONDARY SCHOOL,73%,94%,93%,99%,95%,99%,97%,96%,99%,98%,98%,95%,100%,99%,99%,95%,98%,98%,96%,,,,,,,,,,,,
03M299,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,14%,98%,92%,92%,88%,96%,92%,87%,90%,91%,87%,87%,86%,88%,90%,91%,88%,93%,78%,,,,,,,,,,,,
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",23%,93%,93%,96%,93%,97%,94%,95%,94%,94%,95%,95%,97%,95%,98%,94%,94%,96%,85%,,,,,,,,,,,,
03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,67%,88%,89%,95%,92%,98%,83%,81%,78%,94%,76%,87%,90%,93%,95%,91%,90%,91%,97%,,,,,,,,,,,,
03M334,THE ANDERSON SCHOOL,88%,92%,93%,98%,94%,99%,87%,89%,89%,95%,83%,94%,87%,90%,98%,93%,95%,95%,96%,,,,,,,,,,,,
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,69%,92%,94%,99%,96%,97%,88%,84%,85%,93%,86%,93%,90%,90%,96%,96%,95%,96%,76%,,,,,,,,,,,,
03M403,THE GLOBAL LEARNING COLLABORATIVE,48%,96%,98%,99%,97%,99%,99%,97%,97%,98%,98%,98%,97%,98%,98%,98%,98%,99%,80%,,,,,,,,,,,,
03M404,INNOVATION DIPLOMA PLUS,25%,89%,89%,97%,97%,95%,97%,97%,95%,92%,94%,91%,95%,95%,97%,92%,89%,95%,84%,,,,,,,,,,,,
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,45%,92%,91%,97%,92%,98%,93%,88%,87%,93%,89%,97%,94%,91%,95%,96%,94%,96%,88%,,,,,,,,,,,,
03M417,FRANK MCCOURT HIGH SCHOOL,37%,80%,88%,94%,88%,97%,88%,91%,88%,93%,83%,89%,89%,91%,95%,88%,92%,95%,92%,,,,,,,,,,,,
03M421,WEST PREP ACADEMY,54%,94%,91%,98%,94%,99%,98%,99%,100%,95%,98%,94%,98%,98%,99%,95%,94%,91%,91%,,,,,,,,,,,,
03M452,P.S. 452,72%,90%,90%,97%,92%,98%,93%,89%,95%,96%,88%,92%,91%,94%,94%,96%,95%,97%,95%,,,,,,,,,,,,
03M479,BEACON HIGH SCHOOL,27%,73%,75%,92%,82%,98%,86%,86%,87%,85%,78%,84%,88%,84%,99%,89%,95%,94%,94%,,,,,,,,,,,,
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,31%,69%,72%,95%,76%,97%,78%,77%,74%,86%,68%,77%,77%,77%,93%,72%,91%,90%,92%,,,,,,,,,,,,
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",37%,97%,97%,99%,98%,98%,98%,99%,97%,98%,98%,98%,98%,98%,99%,99%,99%,99%,98%,,,,,,,,,,,,
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,14%,88%,91%,92%,92%,91%,92%,89%,88%,97%,88%,91%,97%,97%,93%,95%,91%,94%,91%,,,,,,,,,,,,
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,6%,88%,92%,96%,96%,100%,100%,100%,100%,96%,100%,100%,96%,95%,100%,100%,96%,100%,84%,,,,,,,,,,,,
03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,55%,94%,92%,99%,97%,99%,99%,97%,99%,97%,97%,95%,98%,99%,99%,98%,99%,97%,80%,,,,,,,,,,,,
03M859,SPECIAL MUSIC SCHOOL,52%,88%,87%,97%,93%,99%,93%,88%,88%,94%,85%,90%,92%,87%,97%,95%,95%,97%,92%,,,,,,,,,,,,
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,27%,86%,89%,95%,85%,98%,94%,89%,86%,91%,90%,90%,96%,89%,94%,90%,91%,95%,77%,,,,,,,,,,,,
03M862,MOTT HALL II,88%,90%,89%,95%,93%,97%,98%,95%,96%,94%,96%,92%,97%,97%,96%,96%,95%,95%,86%,,,,,,,,,,,,
04M007,P.S. 007 SAMUEL STERN,27%,81%,88%,93%,82%,95%,89%,86%,83%,96%,88%,97%,91%,92%,86%,94%,88%,94%,87%,,,,,,,,,,,,
04M012,TAG YOUNG SCHOLARS,69%,85%,92%,99%,90%,97%,90%,88%,86%,97%,80%,88%,89%,90%,96%,93%,95%,96%,92%,,,,,,,,,,,,
04M037,RIVER EAST ELEMENTARY,72%,97%,98%,99%,97%,100%,99%,98%,98%,97%,97%,97%,97%,96%,97%,96%,96%,96%,92%,,,,,,,,,,,,
04M038,P.S. 38 ROBERTO CLEMENTE,96%,93%,92%,95%,92%,99%,91%,89%,90%,95%,88%,91%,92%,94%,89%,93%,91%,94%,90%,,,,,,,,,,,,
04M050,P.S. 050 VITO MARCANTONIO,46%,86%,89%,93%,90%,96%,99%,92%,93%,91%,93%,88%,89%,96%,95%,87%,84%,90%,90%,,,,,,,,,,,,
04M057,JAMES WELDON JOHNSON,43%,91%,92%,95%,91%,97%,92%,90%,90%,97%,89%,95%,93%,93%,95%,93%,93%,95%,88%,,,,,,,,,,,,
04M072,THE LEXINGTON ACADEMY,22%,90%,93%,92%,92%,93%,92%,91%,89%,95%,88%,91%,92%,92%,94%,96%,93%,93%,82%,,,,,,,,,,,,
04M083,P.S. 083 LUIS MUNOZ RIVERA,63%,94%,95%,97%,95%,97%,96%,95%,95%,96%,95%,93%,97%,97%,97%,98%,97%,98%,93%,,,,,,,,,,,,
04M096,P.S. 096 JOSEPH LANZETTA,71%,84%,89%,97%,88%,95%,92%,86%,88%,92%,89%,87%,90%,88%,88%,92%,93%,92%,87%,,,,,,,,,,,,
04M102,P.S. 102 JACQUES CARTIER,40%,88%,90%,95%,89%,97%,83%,78%,79%,93%,80%,90%,87%,91%,90%,89%,89%,97%,84%,,,,,,,,,,,,
04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,50%,92%,95%,98%,97%,96%,96%,97%,96%,94%,96%,95%,95%,94%,94%,94%,95%,97%,90%,,,,,,,,,,,,
04M112,P.S. 112 JOSE CELSO BARBOSA,78%,95%,96%,98%,97%,100%,97%,95%,96%,97%,95%,97%,98%,98%,98%,98%,95%,96%,92%,,,,,,,,,,,,
04M146,P.S. 146 ANN M. SHORT,39%,100%,99%,99%,99%,100%,99%,99%,100%,99%,99%,98%,99%,100%,99%,99%,99%,99%,98%,,,,,,,,,,,,
04M155,P.S. 155 WILLIAM PACA,77%,88%,89%,96%,92%,94%,88%,87%,86%,95%,85%,91%,91%,92%,92%,93%,90%,93%,85%,,,,,,,,,,,,
04M171,P.S. 171 PATRICK HENRY,100%,96%,96%,98%,98%,99%,96%,96%,99%,97%,98%,97%,98%,98%,92%,98%,99%,98%,84%,,,,,,,,,,,,
04M182,THE BILINGUAL BICULTURAL SCHOOL,72%,93%,95%,98%,93%,98%,98%,94%,94%,95%,94%,93%,94%,93%,95%,97%,97%,96%,85%,,,,,,,,,,,,
04M206,P.S. 206 JOSE CELSO BARBOSA,83%,92%,92%,97%,94%,96%,96%,95%,97%,95%,95%,93%,96%,96%,96%,96%,95%,96%,92%,,,,,,,,,,,,
04M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,58%,79%,81%,96%,85%,92%,97%,90%,92%,90%,91%,88%,96%,92%,98%,92%,94%,95%,86%,,,,,,,,,,,,
04M310,THE JUDITH S. KAYE HIGH SCHOOL,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
04M372,ESPERANZA PREPARATORY ACADEMY,57%,89%,89%,95%,94%,96%,94%,93%,92%,96%,92%,92%,94%,95%,90%,92%,93%,92%,83%,,,,,,,,,,,,
04M375,MOSAIC PREPARATORY ACADEMY,54%,94%,94%,96%,93%,96%,93%,91%,93%,94%,93%,94%,95%,96%,96%,94%,92%,95%,92%,,,,,,,,,,,,
04M377,RENAISSANCE SCHOOL OF THE ARTS,91%,97%,97%,98%,97%,98%,99%,98%,98%,98%,97%,96%,98%,99%,97%,99%,98%,98%,87%,,,,,,,,,,,,
04M406,GLOBAL TECHNOLOGY PREPARATORY,27%,79%,83%,100%,86%,93%,100%,90%,93%,93%,82%,93%,92%,96%,86%,90%,90%,85%,96%,,,,,,,,,,,,
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,57%,85%,90%,95%,87%,89%,88%,89%,83%,91%,82%,90%,87%,88%,95%,95%,98%,97%,75%,,,,,,,,,,,,
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,90%,82%,84%,95%,87%,93%,91%,88%,88%,92%,84%,88%,90%,91%,94%,93%,94%,93%,68%,,,,,,,,,,,,
04M495,PARK EAST HIGH SCHOOL,55%,94%,92%,96%,94%,96%,96%,95%,96%,95%,92%,97%,96%,97%,98%,97%,99%,97%,87%,,,,,,,,,,,,
04M497,CENTRAL PARK EAST I,58%,85%,91%,96%,97%,98%,97%,96%,95%,98%,93%,95%,98%,97%,98%,96%,94%,96%,97%,,,,,,,,,,,,
04M555,CENTRAL PARK EAST HIGH SCHOOL,36%,91%,94%,98%,95%,98%,98%,98%,99%,95%,96%,98%,97%,97%,98%,98%,98%,99%,92%,,,,,,,,,,,,
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,60%,87%,88%,98%,93%,98%,96%,95%,96%,96%,93%,96%,96%,97%,97%,94%,97%,96%,76%,,,,,,,,,,,,
04M680,"HERITAGE SCHOOL, THE",66%,95%,92%,96%,96%,96%,98%,95%,96%,96%,96%,95%,94%,95%,96%,98%,94%,98%,69%,,,,,,,,,,,,
04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,65%,84%,87%,95%,94%,99%,97%,95%,94%,92%,91%,93%,95%,94%,93%,92%,93%,92%,83%,,,,,,,,,,,,
04M964,CENTRAL PARK EAST II,52%,85%,86%,95%,90%,97%,89%,89%,91%,91%,84%,85%,94%,95%,91%,92%,93%,95%,96%,,,,,,,,,,,,
05M030,P.S. 030 HERNANDEZ/HUGHES,82%,91%,91%,96%,94%,97%,94%,91%,89%,94%,89%,92%,92%,95%,95%,93%,95%,97%,87%,,,,,,,,,,,,
05M036,P.S. 036 MARGARET DOUGLAS,42%,88%,91%,97%,91%,96%,93%,91%,92%,95%,90%,93%,92%,94%,97%,97%,92%,97%,85%,,,,,,,,,,,,
05M046,P.S. 046 ARTHUR TAPPAN,53%,86%,89%,97%,89%,96%,95%,94%,93%,93%,92%,92%,94%,93%,93%,94%,91%,95%,88%,,,,,,,,,,,,
05M092,P.S. 092 MARY MCLEOD BETHUNE,91%,90%,88%,91%,93%,93%,93%,91%,91%,88%,93%,93%,91%,94%,91%,93%,91%,89%,91%,,,,,,,,,,,,
05M123,P.S. 123 MAHALIA JACKSON,100%,93%,92%,98%,94%,95%,97%,98%,96%,96%,93%,94%,97%,96%,96%,95%,94%,96%,88%,,,,,,,,,,,,
05M125,P.S. 125 RALPH BUNCHE,36%,86%,89%,96%,93%,94%,96%,93%,95%,89%,91%,95%,97%,98%,93%,97%,93%,91%,92%,,,,,,,,,,,,
05M129,P.S. 129 JOHN H. FINLEY,36%,76%,83%,96%,86%,89%,92%,88%,83%,89%,83%,82%,84%,83%,87%,77%,85%,86%,86%,,,,,,,,,,,,
05M133,P.S. 133 FRED R MOORE,76%,90%,91%,95%,94%,100%,97%,94%,93%,97%,90%,93%,92%,93%,97%,99%,84%,92%,89%,,,,,,,,,,,,
05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,17%,84%,92%,98%,90%,98%,92%,90%,88%,89%,88%,88%,94%,94%,92%,88%,85%,94%,98%,,,,,,,,,,,,
05M154,P.S. 154 HARRIET TUBMAN,100%,98%,97%,98%,97%,98%,98%,96%,96%,99%,96%,98%,99%,99%,98%,99%,97%,98%,94%,,,,,,,,,,,,
05M157,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,47%,92%,92%,93%,96%,96%,96%,96%,95%,95%,95%,96%,97%,98%,96%,91%,92%,93%,83%,,,,,,,,,,,,
05M161,P.S. 161 PEDRO ALBIZU CAMPOS,29%,96%,97%,99%,95%,100%,99%,97%,98%,98%,96%,97%,98%,98%,99%,98%,97%,96%,89%,,,,,,,,,,,,
05M175,P.S. 175 HENRY H GARNET,77%,97%,96%,98%,94%,97%,97%,93%,96%,96%,94%,96%,97%,96%,98%,95%,93%,96%,94%,,,,,,,,,,,,
05M194,P.S. 194 COUNTEE CULLEN,100%,93%,91%,95%,96%,94%,27%,26%,25%,93%,24%,90%,31%,23%,16%,96%,92%,93%,96%,,,,,,,,,,,,
05M197,P.S. 197 JOHN B. RUSSWURM,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,100%,99%,99%,99%,99%,99%,,,,,,,,,,,,
05M200,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,46%,92%,90%,97%,93%,95%,95%,91%,94%,94%,91%,94%,95%,95%,94%,93%,93%,96%,88%,,,,,,,,,,,,
05M285,HARLEM RENAISSANCE HIGH SCHOOL,13%,86%,80%,100%,100%,100%,100%,89%,86%,95%,90%,89%,95%,82%,89%,95%,94%,89%,95%,,,,,,,,,,,,
05M286,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,23%,90%,87%,97%,94%,97%,94%,94%,94%,94%,90%,90%,91%,94%,94%,100%,87%,97%,76%,,,,,,,,,,,,
05M302,KAPPA IV,74%,93%,96%,96%,96%,98%,98%,97%,98%,96%,98%,98%,97%,95%,96%,94%,94%,95%,92%,,,,,,,,,,,,
05M304,MOTT HALL HIGH SCHOOL,90%,99%,92%,93%,96%,100%,98%,98%,98%,100%,98%,98%,99%,98%,99%,99%,97%,91%,88%,,,,,,,,,,,,
05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,80%,98%,98%,99%,97%,99%,99%,99%,99%,99%,99%,97%,99%,100%,99%,99%,99%,99%,92%,,,,,,,,,,,,
05M362,COLUMBIA SECONDARY SCHOOL,28%,93%,97%,99%,96%,99%,97%,97%,93%,97%,91%,93%,94%,94%,97%,98%,98%,98%,93%,,,,,,,,,,,,
05M367,ACADEMY FOR SOCIAL ACTION,28%,95%,95%,90%,95%,95%,95%,95%,95%,88%,95%,95%,100%,95%,95%,94%,95%,89%,80%,,,,,,,,,,,,
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,42%,82%,85%,94%,89%,92%,94%,91%,92%,90%,91%,91%,93%,94%,94%,96%,93%,94%,82%,,,,,,,,,,,,
05M499,FREDERICK DOUGLASS ACADEMY,10%,83%,87%,97%,86%,96%,93%,85%,85%,96%,83%,88%,86%,89%,89%,88%,94%,96%,91%,,,,,,,,,,,,
05M514,NEW DESIGN MIDDLE SCHOOL,7%,88%,88%,100%,100%,100%,100%,88%,100%,100%,88%,100%,100%,100%,100%,88%,100%,100%,100%,,,,,,,,,,,,
05M517,TEACHERS COLLEGE COMMUNITY SCHOOL,60%,93%,97%,98%,94%,99%,88%,90%,92%,98%,86%,93%,95%,95%,98%,95%,92%,99%,93%,,,,,,,,,,,,
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,37%,87%,87%,97%,90%,94%,96%,92%,93%,94%,89%,92%,93%,96%,96%,94%,96%,95%,80%,,,,,,,,,,,,
05M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",36%,84%,86%,96%,90%,96%,89%,94%,91%,95%,86%,93%,93%,93%,99%,91%,97%,95%,88%,,,,,,,,,,,,
06M004,P.S. 004 DUKE ELLINGTON,83%,91%,93%,95%,94%,96%,97%,95%,95%,94%,96%,92%,96%,96%,96%,95%,94%,94%,89%,,,,,,,,,,,,
06M005,P.S. 005 ELLEN LURIE,82%,91%,95%,97%,95%,97%,96%,96%,97%,95%,95%,94%,96%,95%,95%,97%,96%,98%,90%,,,,,,,,,,,,
06M008,P.S. 008 LUIS BELLIARD,99%,94%,97%,99%,98%,99%,99%,99%,99%,98%,99%,98%,99%,99%,98%,99%,98%,98%,93%,,,,,,,,,,,,
06M018,P.S. 018 PARK TERRACE,86%,91%,93%,96%,92%,96%,95%,94%,93%,94%,93%,92%,94%,93%,94%,96%,92%,94%,88%,,,,,,,,,,,,
06M028,P.S. 028 WRIGHT BROTHERS,89%,92%,94%,97%,95%,96%,96%,94%,94%,96%,94%,95%,97%,95%,96%,93%,97%,97%,91%,,,,,,,,,,,,
06M048,P.S. 048 P.O. MICHAEL J. BUCZEK,73%,89%,91%,96%,91%,97%,94%,92%,92%,94%,89%,90%,94%,94%,92%,94%,92%,96%,91%,,,,,,,,,,,,
06M052,J.H.S. 052 INWOOD,79%,98%,98%,99%,98%,99%,99%,98%,98%,99%,98%,100%,99%,98%,98%,99%,99%,100%,95%,,,,,,,,,,,,
06M098,P.S. 098 SHORAC KAPPOCK,86%,93%,94%,96%,93%,91%,83%,82%,81%,95%,82%,92%,86%,85%,92%,95%,96%,97%,91%,,,,,,,,,,,,
06M103,DOS PUENTES ELEMENTARY SCHOOL,95%,94%,95%,97%,97%,97%,98%,98%,98%,97%,97%,93%,96%,97%,97%,99%,97%,99%,96%,,,,,,,,,,,,
06M115,P.S. 115 ALEXANDER HUMBOLDT,74%,94%,98%,99%,98%,99%,99%,98%,98%,98%,98%,94%,97%,98%,97%,98%,95%,97%,92%,,,,,,,,,,,,
06M128,P.S. 128 AUDUBON,63%,93%,95%,97%,95%,97%,96%,95%,95%,96%,96%,95%,95%,95%,97%,95%,94%,97%,90%,,,,,,,,,,,,
06M132,P.S. 132 JUAN PABLO DUARTE,81%,91%,92%,92%,92%,92%,94%,91%,90%,92%,91%,93%,91%,90%,92%,92%,93%,93%,91%,,,,,,,,,,,,
06M143,J.H.S. 143 ELEANOR ROOSEVELT,70%,92%,95%,95%,93%,97%,95%,93%,96%,93%,95%,94%,95%,95%,96%,97%,93%,95%,90%,,,,,,,,,,,,
06M152,P.S. 152 DYCKMAN VALLEY,100%,97%,98%,99%,98%,98%,98%,98%,98%,98%,98%,99%,98%,98%,99%,99%,98%,99%,95%,,,,,,,,,,,,
06M153,P.S. 153 ADAM CLAYTON POWELL,83%,95%,98%,99%,96%,99%,98%,95%,97%,98%,95%,96%,96%,97%,98%,95%,97%,97%,96%,,,,,,,,,,,,
06M173,P.S. 173,71%,95%,97%,99%,98%,98%,98%,99%,99%,98%,98%,97%,97%,98%,98%,98%,96%,97%,94%,,,,,,,,,,,,
06M178,PROFESSOR JUAN BOSCH PUBLIC SCHOOL,100%,98%,96%,98%,98%,99%,99%,99%,99%,98%,97%,96%,98%,98%,98%,99%,97%,98%,95%,,,,,,,,,,,,
06M187,P.S./I.S. 187 HUDSON CLIFFS,63%,93%,95%,97%,96%,97%,97%,96%,96%,97%,95%,95%,97%,95%,98%,98%,97%,98%,95%,,,,,,,,,,,,
06M189,P.S. 189,87%,93%,93%,96%,94%,97%,97%,96%,96%,93%,95%,93%,96%,95%,94%,96%,96%,97%,89%,,,,,,,,,,,,
06M192,P.S. 192 JACOB H. SCHIFF,88%,96%,97%,99%,98%,98%,98%,98%,98%,98%,98%,96%,99%,99%,99%,99%,98%,99%,93%,,,,,,,,,,,,
06M209,HAMILTON GRANGE MIDDLE SCHOOL,79%,94%,96%,98%,97%,98%,96%,97%,97%,97%,97%,97%,98%,97%,97%,98%,99%,99%,94%,,,,,,,,,,,,
06M210,P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,98%,90%,94%,96%,95%,99%,96%,95%,93%,96%,93%,96%,93%,93%,96%,97%,97%,96%,93%,,,,,,,,,,,,
06M211,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,45%,96%,98%,100%,99%,100%,100%,99%,99%,99%,100%,98%,99%,98%,99%,97%,96%,97%,95%,,,,,,,,,,,,
06M218,I.S. 218 SALOME URENA,99%,95%,96%,98%,96%,99%,98%,99%,98%,99%,96%,99%,98%,96%,99%,96%,96%,97%,89%,,,,,,,,,,,,
06M223,THE MOTT HALL SCHOOL,70%,93%,93%,98%,94%,99%,99%,97%,98%,96%,97%,93%,97%,97%,98%,96%,98%,98%,92%,,,,,,,,,,,,
06M278,PAULA HEDBAVNY SCHOOL,56%,95%,93%,98%,96%,100%,98%,98%,98%,97%,96%,94%,99%,100%,98%,98%,95%,98%,98%,,,,,,,,,,,,
06M293,CITY COLLEGE ACADEMY OF THE ARTS,83%,89%,94%,98%,95%,98%,97%,95%,95%,96%,94%,95%,96%,96%,96%,94%,97%,97%,87%,,,,,,,,,,,,
06M311,AMISTAD DUAL LANGUAGE SCHOOL,91%,94%,95%,99%,96%,100%,96%,96%,96%,96%,95%,96%,96%,96%,98%,98%,94%,96%,93%,,,,,,,,,,,,
06M314,MUSCOTA,85%,97%,98%,98%,99%,99%,95%,92%,93%,98%,91%,97%,98%,98%,99%,98%,99%,97%,98%,,,,,,,,,,,,
06M319,M.S. 319 - MARIA TERESA,92%,97%,98%,98%,98%,99%,99%,98%,99%,99%,98%,98%,99%,99%,97%,99%,99%,99%,95%,,,,,,,,,,,,
06M322,MIDDLE SCHOOL 322,90%,96%,96%,98%,98%,98%,98%,96%,96%,98%,98%,96%,98%,98%,97%,98%,97%,96%,98%,,,,,,,,,,,,
