year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
2017,03M404,Innovation Diploma Plus,19%,100%,95%,100%,100%,95%,100%,100%,95%,100%,100%,95%,100%,100%,100%,100%,100%,95%,96%
2017,03M415,Wadleigh Secondary School For The Performing & Visual Arts,33%,88%,86%,95%,87%,92%,91%,85%,88%,92%,88%,91%,93%,93%,94%,95%,93%,94%,84%
2017,03M417,Frank Mccourt High School,23%,78%,83%,95%,89%,90%,86%,87%,83%,91%,90%,90%,96%,90%,98%,88%,89%,95%,91%
2017,03M421,West Prep Academy,39%,99%,99%,99%,97%,97%,99%,96%,94%,99%,97%,99%,96%,97%,97%,99%,97%,97%,87%
2017,03M452,P.S. 452,66%,91%,91%,98%,85%,87%,76%,84%,80%,96%,84%,98%,76%,85%,100%,97%,98%,99%,97%
2017,03M479,Beacon High School,23%,79%,76%,97%,87%,91%,93%,92%,87%,91%,94%,92%,94%,91%,99%,94%,98%,96%,90%
2017,03M485,Fiorello H. Laguardia High School Of Music & Art And Performing Arts,21%,71%,70%,94%,80%,90%,85%,83%,79%,88%,88%,82%,85%,84%,97%,84%,92%,91%,92%
2017,03M492,"High School For Law, Advocacy And Community Justice",34%,96%,96%,99%,94%,98%,97%,96%,96%,96%,95%,95%,94%,93%,95%,94%,95%,97%,75%
2017,03M494,High School Of Arts And Technology,41%,87%,88%,89%,87%,91%,83%,82%,86%,91%,86%,91%,89%,88%,91%,94%,93%,95%,89%
2017,03M505,Edward A. Reynolds West Side High School,8%,84%,89%,100%,93%,96%,96%,96%,96%,96%,93%,88%,92%,92%,100%,93%,85%,88%,85%
2017,03M541,Manhattan / Hunter Science High School,63%,89%,90%,98%,93%,98%,97%,96%,97%,94%,92%,92%,96%,96%,99%,98%,97%,96%,74%
2017,03M859,Special Music School,66%,90%,89%,97%,94%,93%,90%,92%,90%,95%,97%,89%,94%,92%,95%,96%,97%,96%,93%
2017,03M860,Frederick Douglass Academy Ii Secondary School,19%,81%,87%,92%,89%,91%,91%,89%,85%,91%,89%,85%,88%,93%,88%,92%,94%,94%,77%
2017,03M862,Mott Hall Ii,93%,91%,91%,98%,96%,97%,98%,98%,98%,95%,97%,94%,97%,97%,97%,98%,96%,97%,89%
2017,04M007,P.S. 007 Samuel Stern,36%,82%,88%,96%,89%,97%,94%,92%,91%,96%,91%,91%,92%,92%,91%,93%,94%,92%,90%
2017,04M012,Tag Young Scholars,49%,87%,89%,98%,92%,92%,88%,88%,84%,95%,93%,91%,88%,90%,98%,90%,97%,97%,90%
2017,04M037,River East Elementary,77%,94%,94%,98%,94%,97%,95%,95%,96%,96%,95%,93%,95%,94%,95%,95%,94%,95%,93%
2017,04M038,P.S. 38 Roberto Clemente,68%,88%,88%,98%,84%,95%,93%,85%,86%,91%,86%,90%,92%,92%,94%,91%,93%,92%,85%
2017,04M050,P.S. 050 Vito Marcantonio,60%,82%,90%,96%,90%,94%,85%,84%,81%,90%,80%,86%,85%,85%,87%,88%,85%,90%,86%
2017,04M057,James Weldon Johnson,38%,89%,94%,95%,91%,95%,93%,93%,90%,94%,90%,93%,91%,92%,96%,92%,95%,94%,88%
2017,04M072,The Lexington Academy,26%,93%,91%,98%,92%,95%,97%,93%,92%,95%,93%,96%,96%,96%,97%,94%,93%,96%,86%
2017,04M083,P.S. 083 Luis Munoz Rivera,53%,93%,94%,96%,94%,95%,95%,94%,94%,94%,94%,92%,95%,96%,96%,97%,94%,94%,86%
2017,04M096,P.S. 096 Joseph Lanzetta,33%,83%,84%,93%,89%,95%,90%,84%,90%,90%,85%,90%,93%,93%,89%,89%,92%,94%,93%
2017,04M102,P.S. 102 Jacques Cartier,61%,88%,88%,93%,90%,94%,94%,89%,91%,92%,93%,92%,90%,92%,94%,96%,91%,93%,92%
2017,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,50%,84%,88%,94%,87%,93%,89%,87%,88%,92%,88%,89%,90%,90%,89%,91%,92%,93%,87%
2017,04M112,P.S. 112 Jose Celso Barbosa,67%,95%,97%,98%,98%,100%,99%,98%,98%,97%,97%,96%,97%,95%,97%,98%,97%,97%,92%
2017,04M146,P.S. 146 Ann M. Short,36%,98%,95%,98%,96%,98%,98%,98%,98%,99%,98%,100%,97%,98%,98%,99%,98%,98%,92%
2017,04M155,P.S. 155 William Paca,54%,94%,92%,93%,93%,96%,98%,95%,92%,94%,95%,94%,97%,96%,91%,93%,90%,90%,93%
2017,04M171,P.S. 171 Patrick Henry,97%,97%,97%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,99%,99%,96%
2017,04M182,The Bilingual Bicultural School,66%,90%,93%,97%,91%,94%,92%,92%,91%,95%,92%,93%,93%,95%,96%,94%,91%,94%,88%
2017,04M206,P.S. 206 Jose Celso Barbosa,79%,95%,95%,99%,96%,98%,98%,96%,96%,96%,94%,94%,97%,96%,95%,97%,94%,97%,90%
2017,04M224,M.S. 224 Manhattan East School For Arts & Academics,59%,87%,87%,94%,93%,99%,100%,100%,97%,95%,94%,89%,96%,96%,98%,95%,93%,96%,86%
2017,04M372,Esperanza Preparatory Academy,55%,84%,85%,92%,86%,94%,90%,87%,88%,91%,89%,91%,89%,90%,91%,92%,92%,92%,79%
2017,04M375,Mosaic Preparatory Academy,61%,93%,94%,95%,94%,96%,96%,93%,94%,94%,94%,94%,95%,94%,94%,97%,94%,95%,88%
2017,04M377,Renaissance School Of The Arts,94%,96%,94%,96%,98%,98%,97%,95%,95%,98%,96%,95%,98%,98%,99%,99%,98%,98%,94%
2017,04M406,Global Technology Preparatory,26%,94%,97%,97%,100%,97%,97%,94%,94%,82%,97%,84%,83%,83%,81%,91%,91%,90%,91%
2017,04M409,Coalition School For Social Change,44%,81%,86%,91%,87%,70%,66%,65%,60%,94%,75%,82%,59%,65%,89%,89%,85%,85%,78%
2017,04M435,Manhattan Center For Science And Mathematics,89%,82%,83%,95%,87%,94%,92%,90%,90%,90%,85%,90%,89%,89%,94%,93%,94%,93%,66%
2017,04M495,Park East High School,71%,88%,91%,96%,93%,96%,96%,97%,97%,97%,94%,96%,98%,95%,97%,97%,97%,97%,80%
2017,04M497,Central Park East I,60%,84%,88%,100%,87%,45%,27%,24%,27%,97%,84%,90%,23%,28%,87%,89%,89%,93%,95%
2017,04M555,Central Park East High School,34%,92%,92%,96%,92%,94%,95%,96%,97%,97%,95%,95%,99%,99%,99%,99%,97%,97%,85%
2017,04M610,Young Women'S Leadership School,52%,88%,89%,96%,89%,97%,97%,94%,95%,93%,92%,93%,94%,94%,98%,93%,95%,93%,73%
2017,04M680,"Heritage School, The",51%,92%,91%,94%,92%,95%,93%,91%,92%,93%,95%,95%,94%,95%,93%,97%,93%,95%,85%
2017,04M825,Isaac Newton Middle School For Math & Science,49%,95%,94%,97%,95%,97%,95%,94%,93%,94%,92%,94%,92%,89%,93%,96%,95%,96%,83%
2017,04M964,Central Park East Ii,71%,91%,93%,98%,95%,94%,95%,96%,92%,96%,97%,93%,97%,98%,96%,98%,95%,97%,94%
2017,05M030,P.S. 030 Hernandez/Hughes,39%,89%,89%,93%,92%,95%,91%,93%,90%,89%,88%,91%,94%,95%,95%,94%,94%,91%,82%
2017,05M036,P.S. 036 Margaret Douglas,49%,91%,91%,94%,88%,92%,90%,84%,84%,93%,81%,89%,83%,86%,91%,95%,93%,93%,87%
2017,05M046,P.S. 046 Arthur Tappan,52%,88%,92%,97%,94%,95%,93%,92%,89%,95%,93%,90%,93%,93%,93%,94%,94%,97%,88%
2017,05M092,P.S. 092 Mary Mcleod Bethune,100%,82%,82%,86%,83%,86%,84%,83%,85%,80%,83%,80%,80%,81%,82%,85%,82%,84%,81%
2017,05M123,P.S. 123 Mahalia Jackson,69%,89%,92%,93%,92%,94%,93%,91%,92%,91%,94%,93%,93%,95%,96%,93%,89%,92%,86%
2017,05M125,P.S. 125 Ralph Bunche,40%,93%,96%,95%,98%,98%,99%,99%,99%,95%,98%,96%,98%,99%,100%,98%,94%,92%,96%
2017,05M129,P.S. 129 John H. Finley,22%,81%,79%,88%,81%,85%,73%,66%,66%,84%,65%,77%,75%,79%,68%,68%,84%,85%,84%
2017,05M133,P.S. 133 Fred R Moore,66%,82%,87%,94%,89%,92%,89%,85%,85%,93%,84%,88%,89%,92%,87%,93%,85%,90%,87%
2017,05M148,Eagle Academy For Young Men Of Harlem,20%,80%,86%,98%,90%,100%,98%,96%,96%,92%,96%,86%,92%,92%,92%,98%,92%,94%,90%
2017,05M154,P.S. 154 Harriet Tubman,52%,90%,92%,91%,93%,92%,92%,93%,90%,91%,89%,92%,94%,95%,93%,93%,95%,94%,83%
2017,05M157,The Urban Assembly School For Global Commerce,86%,89%,86%,92%,89%,89%,86%,83%,84%,95%,84%,93%,88%,89%,94%,96%,92%,93%,87%
2017,05M161,P.S. 161 Pedro Albizu Campos,54%,93%,94%,98%,96%,96%,96%,97%,96%,95%,98%,93%,94%,94%,95%,96%,95%,96%,86%
2017,05M175,P.S. 175 Henry H Garnet,70%,90%,89%,95%,93%,93%,92%,92%,92%,96%,91%,94%,92%,96%,95%,98%,94%,96%,92%
2017,05M194,P.S. 194 Countee Cullen,100%,91%,93%,93%,93%,50%,49%,44%,45%,96%,91%,87%,50%,44%,47%,95%,91%,94%,95%
2017,05M197,P.S. 197 John B. Russwurm,66%,97%,97%,97%,98%,99%,99%,99%,99%,96%,97%,95%,97%,99%,98%,99%,95%,95%,97%
2017,05M200,P.S. 200- The James Mccune Smith School,41%,85%,87%,96%,86%,91%,96%,91%,92%,96%,89%,93%,93%,93%,92%,93%,92%,98%,86%
2017,05M285,Harlem Renaissance High School,7%,57%,71%,79%,79%,85%,69%,69%,69%,85%,75%,73%,73%,70%,75%,77%,85%,83%,75%
2017,05M286,Urban Assembly Academy For Future Leaders,42%,83%,74%,93%,83%,93%,85%,74%,75%,89%,75%,84%,78%,80%,76%,89%,82%,84%,82%
2017,05M302,Kappa Iv,64%,95%,89%,95%,95%,94%,92%,87%,91%,91%,91%,91%,95%,92%,96%,97%,94%,95%,76%
2017,05M304,Mott Hall High School,91%,96%,90%,98%,97%,99%,99%,98%,98%,95%,98%,98%,99%,98%,96%,99%,96%,97%,94%
2017,05M318,Thurgood Marshall Academy Lower School,82%,95%,93%,95%,95%,95%,95%,95%,95%,93%,94%,93%,95%,95%,93%,97%,97%,97%,96%
2017,05M362,Columbia Secondary School,32%,89%,94%,98%,96%,97%,95%,95%,94%,96%,95%,91%,97%,97%,98%,97%,97%,97%,93%
2017,05M367,Academy For Social Action,28%,94%,90%,94%,100%,84%,94%,97%,94%,83%,97%,90%,97%,93%,89%,93%,100%,97%,63%
2017,05M369,Urban Assembly School For The Performing Arts,44%,84%,88%,96%,88%,94%,95%,95%,95%,89%,93%,91%,91%,88%,91%,93%,98%,95%,79%
2017,05M499,Frederick Douglass Academy,12%,74%,81%,97%,84%,94%,93%,91%,89%,93%,90%,87%,92%,93%,95%,92%,89%,95%,84%
2017,05M514,New Design Middle School,14%,100%,95%,95%,95%,95%,89%,95%,95%,94%,94%,94%,89%,95%,89%,95%,85%,90%,89%
2017,05M517,Teachers College Community School,80%,88%,88%,94%,86%,93%,86%,82%,85%,93%,83%,85%,88%,90%,91%,92%,88%,91%,93%
2017,05M670,Thurgood Marshall Academy For Learning And Social Change,49%,85%,87%,97%,91%,96%,96%,95%,93%,92%,91%,94%,93%,93%,98%,95%,94%,95%,78%
2017,05M692,"High School For Mathematics, Science And Engineering At City College",25%,84%,88%,98%,91%,93%,97%,95%,91%,90%,97%,87%,93%,92%,96%,91%,98%,96%,85%
2017,06M004,P.S. 004 Duke Ellington,91%,90%,94%,97%,94%,97%,97%,96%,96%,97%,96%,95%,96%,97%,96%,96%,98%,97%,89%
2017,06M005,P.S. 005 Ellen Lurie,77%,92%,96%,96%,94%,97%,96%,94%,96%,95%,93%,96%,97%,96%,96%,96%,96%,97%,90%
2017,06M008,P.S. 008 Luis Belliard,78%,95%,96%,99%,96%,99%,99%,98%,99%,97%,98%,98%,97%,98%,98%,98%,98%,99%,93%
2017,06M018,P.S. 018 Park Terrace,91%,91%,94%,96%,94%,97%,96%,94%,94%,95%,95%,92%,94%,95%,95%,92%,95%,98%,92%
2017,06M028,P.S. 028 Wright Brothers,86%,90%,94%,96%,91%,96%,94%,93%,94%,94%,93%,93%,94%,94%,96%,95%,94%,96%,88%
2017,06M048,P.S. 048 P.O. Michael J. Buczek,68%,92%,92%,98%,93%,99%,95%,95%,94%,95%,92%,92%,94%,93%,96%,95%,94%,96%,89%
2017,06M052,J.H.S. 052 Inwood,68%,90%,90%,98%,92%,96%,96%,95%,95%,92%,95%,94%,92%,90%,95%,94%,91%,94%,78%
2017,06M098,P.S. 098 Shorac Kappock,69%,91%,93%,97%,95%,97%,96%,95%,96%,95%,95%,90%,95%,95%,96%,95%,95%,97%,88%
2017,06M103,Dos Puentes Elementary School,88%,96%,97%,97%,98%,97%,97%,97%,97%,97%,98%,96%,98%,98%,97%,99%,98%,98%,97%
2017,06M115,P.S. 115 Alexander Humboldt,60%,94%,94%,97%,95%,97%,96%,95%,96%,96%,94%,95%,96%,96%,97%,95%,94%,95%,85%
2017,06M128,P.S. 128 Audubon,53%,96%,95%,97%,96%,98%,97%,97%,96%,97%,96%,97%,97%,96%,98%,97%,98%,97%,92%
2017,06M132,P.S. 132 Juan Pablo Duarte,94%,87%,88%,93%,89%,94%,93%,92%,92%,92%,89%,90%,91%,89%,93%,94%,91%,92%,87%
2017,06M143,J.H.S. 143 Eleanor Roosevelt,56%,86%,89%,97%,92%,95%,97%,93%,93%,91%,90%,90%,87%,90%,93%,94%,91%,93%,84%
2017,06M152,P.S. 152 Dyckman Valley,100%,96%,97%,98%,97%,97%,97%,97%,97%,97%,97%,98%,95%,95%,98%,98%,98%,98%,86%
2017,06M153,P.S. 153 Adam Clayton Powell,96%,97%,98%,99%,98%,100%,98%,98%,97%,100%,98%,98%,98%,98%,99%,97%,97%,98%,96%
2017,06M173,P.S. 173,72%,91%,94%,97%,95%,97%,97%,96%,97%,95%,93%,92%,96%,96%,96%,97%,97%,96%,91%
2017,06M178,Professor Juan Bosch Public School,100%,96%,96%,97%,97%,98%,98%,98%,97%,96%,98%,96%,97%,98%,97%,99%,98%,98%,96%
2017,06M187,P.S./I.S. 187 Hudson Cliffs,77%,92%,94%,99%,95%,99%,97%,97%,97%,97%,96%,94%,97%,98%,99%,99%,97%,98%,95%
2017,06M189,P.S. 189,81%,93%,93%,97%,95%,97%,98%,97%,96%,97%,95%,95%,97%,97%,98%,96%,95%,96%,93%
2017,06M192,P.S. 192 Jacob H. Schiff,88%,86%,93%,95%,91%,94%,93%,92%,93%,92%,92%,91%,93%,91%,94%,97%,96%,97%,88%
2017,06M209,Hamilton Grange Middle School,81%,96%,97%,98%,97%,98%,98%,98%,98%,97%,98%,97%,98%,98%,98%,95%,98%,98%,95%
2017,06M210,P.S./I.S. 210 - Twenty-First Century Academy For Community Leadership,88%,93%,93%,96%,91%,98%,96%,94%,93%,92%,93%,92%,92%,91%,93%,94%,94%,95%,91%
2017,06M211,Inwood Early College For Health And Information Technologies,38%,91%,87%,97%,93%,94%,95%,95%,93%,93%,98%,93%,94%,91%,94%,94%,95%,95%,86%
2017,06M218,I.S. 218 Salome Urena,37%,97%,97%,98%,95%,97%,97%,97%,95%,98%,95%,97%,98%,98%,98%,98%,98%,97%,92%
2017,06M223,The Mott Hall School,60%,91%,88%,97%,91%,96%,96%,94%,96%,91%,95%,91%,92%,92%,96%,98%,97%,95%,88%
2017,06M278,Paula Hedbavny School,80%,94%,93%,98%,95%,99%,98%,97%,98%,95%,96%,94%,98%,98%,97%,96%,94%,96%,93%
2017,06M293,City College Academy Of The Arts,49%,82%,88%,96%,87%,96%,94%,92%,92%,93%,90%,90%,92%,91%,89%,93%,93%,96%,80%
2017,06M311,Amistad Dual Language School,73%,94%,92%,99%,97%,98%,97%,96%,95%,97%,97%,94%,97%,96%,99%,98%,90%,89%,90%
2017,06M314,Muscota,62%,93%,93%,97%,93%,93%,86%,89%,86%,95%,99%,94%,96%,97%,99%,94%,95%,94%,97%
2017,06M319,M.S. 319 - Maria Teresa,94%,98%,97%,98%,98%,99%,99%,99%,99%,98%,99%,97%,98%,99%,98%,98%,98%,98%,94%
2017,06M322,Middle School 322,81%,97%,97%,99%,99%,98%,98%,98%,97%,97%,98%,98%,98%,98%,97%,97%,98%,99%,93%
2017,06M324,M.S. 324 - Patria Mirabal,93%,96%,97%,99%,97%,99%,99%,98%,99%,98%,98%,99%,98%,98%,99%,99%,98%,98%,93%
2017,06M325,P.S. 325,83%,92%,91%,99%,95%,97%,99%,96%,96%,95%,96%,93%,94%,95%,95%,96%,93%,96%,89%
2017,06M328,Community Math & Science Prep,95%,97%,96%,99%,97%,97%,99%,97%,96%,98%,96%,96%,96%,96%,96%,97%,97%,99%,91%
2017,06M346,Community Health Academy Of The Heights,61%,95%,95%,97%,98%,99%,99%,99%,98%,97%,98%,97%,98%,98%,97%,98%,97%,99%,88%
2017,06M348,Washington Heights Expeditionary Learning School,39%,92%,95%,97%,95%,98%,97%,96%,97%,96%,96%,96%,95%,96%,95%,98%,97%,98%,90%
2017,06M349,Harbor Heights,100%,95%,96%,96%,94%,96%,96%,96%,96%,93%,96%,96%,93%,96%,95%,100%,99%,99%,91%
2017,06M366,Washington Heights Academy,68%,94%,94%,97%,95%,97%,96%,96%,97%,96%,96%,96%,96%,97%,96%,96%,96%,96%,92%
2017,06M368,Hamilton Heights School,41%,85%,93%,93%,90%,90%,80%,76%,76%,94%,77%,88%,78%,81%,91%,93%,93%,97%,91%
2017,06M423,High School For Excellence And Innovation,56%,95%,97%,100%,100%,99%,100%,100%,99%,97%,100%,97%,98%,97%,98%,98%,99%,99%,92%
2017,06M457,George Washington Yabc,52%,99%,98%,98%,100%,100%,99%,98%,99%,99%,100%,100%,96%,100%,97%,98%,99%,97%,93%
2017,06M462,The College Academy,50%,88%,88%,94%,89%,94%,93%,92%,91%,92%,89%,94%,91%,90%,93%,93%,90%,91%,82%
2017,06M463,High School For Media And Communications,61%,91%,90%,97%,93%,94%,95%,93%,93%,94%,93%,92%,93%,93%,92%,94%,95%,97%,86%
2017,06M467,High School For Law And Public Service,45%,93%,91%,96%,95%,97%,96%,97%,96%,95%,96%,95%,97%,97%,96%,98%,97%,96%,92%
2017,06M468,High School For Health Careers And Sciences,85%,99%,99%,99%,100%,99%,99%,99%,99%,99%,99%,99%,99%,99%,98%,99%,99%,99%,97%
2017,06M513,Castle Bridge School,63%,93%,94%,98%,94%,93%,91%,91%,90%,95%,94%,96%,94%,95%,94%,95%,93%,97%,95%
2017,06M528,I.S. 528 Bea Fuller Rodgers School,100%,97%,96%,99%,96%,98%,98%,97%,98%,98%,97%,96%,99%,99%,98%,98%,98%,96%,93%
2017,06M540,A. Philip Randolph Campus High School,16%,77%,79%,96%,84%,92%,93%,88%,91%,88%,86%,89%,90%,90%,89%,93%,93%,93%,74%
2017,06M552,Gregorio Luperon High School For Science And Mathematics,51%,91%,94%,99%,97%,99%,98%,97%,99%,96%,99%,95%,96%,94%,99%,97%,98%,97%,92%
2017,07X001,P.S. 001 Courtlandt School,82%,91%,92%,94%,95%,96%,92%,91%,91%,94%,90%,93%,94%,94%,94%,96%,93%,95%,88%
2017,07X005,P.S. 5 Port Morris,50%,87%,92%,97%,92%,96%,96%,94%,93%,94%,92%,92%,92%,92%,94%,94%,95%,95%,89%
2017,07X018,P.S. 018 John Peter Zenger,100%,94%,95%,96%,95%,96%,97%,94%,95%,96%,95%,96%,95%,96%,96%,97%,96%,98%,91%
2017,07X025,P.S. 025 Bilingual School,33%,90%,91%,95%,90%,94%,94%,92%,91%,94%,93%,92%,90%,93%,93%,93%,93%,94%,92%
2017,07X029,P.S./M.S. 029 Melrose School,62%,91%,91%,97%,91%,96%,96%,94%,93%,96%,93%,93%,93%,94%,93%,94%,94%,95%,89%
2017,07X030,P.S. 030 Wilton,90%,96%,97%,97%,95%,98%,97%,96%,97%,98%,96%,96%,97%,98%,98%,96%,96%,97%,94%
2017,07X031,P.S./M.S. 031 The William Lloyd Garrison,34%,84%,86%,92%,87%,94%,91%,86%,90%,90%,87%,91%,92%,91%,91%,92%,90%,90%,86%
2017,07X043,P.S. 043 Jonas Bronck,42%,86%,91%,95%,86%,94%,90%,87%,88%,91%,86%,90%,87%,88%,92%,91%,95%,97%,87%
2017,07X049,P.S. 049 Willis Avenue,70%,88%,92%,95%,93%,93%,93%,91%,91%,94%,89%,92%,94%,96%,94%,97%,95%,96%,88%
2017,07X065,P.S. 065 Mother Hale Academy,95%,94%,94%,95%,92%,97%,94%,91%,92%,95%,93%,91%,94%,94%,94%,93%,94%,97%,86%
2017,07X151,J.H.S. 151 Lou Gehrig,65%,92%,91%,99%,96%,98%,96%,96%,95%,96%,95%,97%,95%,96%,92%,98%,93%,98%,87%
2017,07X154,P.S. 154 Jonathan D. Hyatt,55%,87%,88%,97%,93%,94%,95%,93%,93%,92%,90%,94%,94%,93%,98%,89%,92%,94%,97%
2017,07X157,P.S. 157 Grove Hill,54%,91%,93%,95%,92%,97%,94%,93%,93%,95%,92%,93%,95%,93%,96%,96%,94%,96%,84%
2017,07X161,P.S. 161 Juan Ponce De Leon School,53%,89%,96%,97%,92%,97%,93%,94%,94%,92%,93%,94%,94%,93%,95%,95%,97%,96%,89%
2017,07X162,J.H.S. 162 Lola Rodriguez De Tio,48%,83%,83%,93%,90%,92%,93%,90%,91%,88%,91%,88%,89%,90%,86%,91%,86%,88%,86%
2017,07X179,P.S. 179,63%,91%,96%,99%,97%,99%,98%,98%,96%,97%,95%,96%,97%,97%,96%,99%,99%,98%,90%
2017,07X221,South Bronx Preparatory: A College Board School,61%,84%,89%,97%,89%,94%,95%,96%,95%,94%,92%,94%,93%,91%,96%,95%,94%,96%,82%
2017,07X223,M.S. 223 The Laboratory School Of Finance And Technology,52%,89%,92%,97%,97%,96%,96%,95%,96%,97%,94%,96%,94%,95%,97%,96%,97%,95%,79%
2017,07X224,P.S./I.S. 224,95%,99%,98%,100%,99%,99%,100%,99%,99%,100%,99%,100%,100%,99%,100%,99%,99%,99%,96%
2017,07X259,"H.E.R.O. High (Health, Education, And Research Occupations High School)",34%,95%,94%,98%,94%,98%,97%,96%,92%,98%,97%,96%,96%,95%,97%,98%,97%,97%,91%
2017,07X277,P.S. 277,36%,94%,94%,97%,93%,98%,95%,94%,89%,94%,93%,90%,94%,93%,96%,96%,96%,97%,87%
2017,07X296,South Bronx Academy For Applied Media,75%,91%,89%,97%,94%,94%,96%,94%,93%,95%,92%,95%,95%,97%,91%,94%,91%,94%,83%
2017,07X298,Academy Of Public Relations,90%,97%,97%,100%,99%,100%,99%,97%,98%,99%,98%,98%,98%,99%,99%,99%,99%,98%,95%
2017,07X334,International Community High School,27%,95%,97%,96%,98%,97%,96%,98%,95%,98%,98%,96%,99%,95%,97%,100%,99%,99%,83%
2017,07X343,Academy Of Applied Mathematics And Technology,44%,95%,97%,98%,96%,97%,97%,97%,96%,97%,97%,97%,97%,96%,98%,97%,97%,98%,85%
2017,07X359,Concourse Village Elementary School,86%,97%,99%,99%,99%,99%,99%,99%,99%,97%,98%,98%,99%,98%,99%,98%,97%,98%,97%
2017,07X369,Young Leaders Elementary School,72%,94%,97%,97%,97%,97%,95%,96%,96%,96%,96%,94%,96%,96%,93%,100%,97%,96%,90%
2017,07X379,Jill Chaifetz Transfer High School,19%,100%,100%,100%,97%,100%,100%,97%,97%,93%,97%,100%,100%,100%,100%,100%,100%,100%,87%
2017,07X381,Bronx Haven High School,25%,92%,94%,92%,95%,97%,95%,95%,95%,94%,94%,94%,94%,94%,97%,94%,91%,91%,75%
2017,07X427,Community School For Social Justice,58%,99%,99%,100%,100%,99%,99%,100%,100%,100%,100%,99%,100%,99%,100%,100%,100%,100%,98%
2017,07X456,Alfred E. Smith Campus Yabc,9%,80%,90%,90%,80%,90%,80%,90%,80%,100%,78%,89%,100%,89%,100%,89%,100%,89%,90%
2017,07X473,Mott Haven Village Preparatory High School,51%,89%,93%,97%,95%,96%,97%,94%,95%,95%,91%,93%,96%,97%,96%,97%,92%,94%,83%
2017,07X495,University Heights Secondary School,81%,96%,95%,98%,97%,98%,99%,98%,99%,98%,97%,98%,98%,98%,98%,99%,98%,99%,97%
2017,07X500,Hostos-Lincoln Academy Of Science,23%,91%,90%,97%,92%,93%,92%,91%,91%,94%,94%,93%,94%,94%,94%,94%,94%,97%,93%
2017,07X522,Bronx Design And Construction Academy,35%,82%,77%,89%,80%,88%,83%,78%,75%,86%,75%,84%,79%,82%,83%,84%,87%,87%,74%
2017,07X527,Bronx Leadership Academy Ii High School,46%,95%,95%,96%,96%,96%,97%,95%,95%,95%,95%,93%,94%,94%,95%,96%,94%,95%,91%
2017,07X547,New Explorers High School,27%,78%,78%,92%,80%,88%,84%,82%,82%,83%,85%,81%,79%,82%,80%,83%,82%,81%,85%
2017,07X548,Careers In Sports High School,9%,89%,87%,93%,86%,91%,95%,95%,93%,98%,91%,92%,98%,98%,97%,100%,98%,100%,88%
2017,07X551,The Urban Assembly Bronx Academy Of Letters,46%,91%,90%,97%,93%,97%,96%,94%,94%,96%,93%,95%,96%,94%,97%,96%,94%,96%,93%
2017,07X557,Mott Haven Community High School,44%,98%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,98%,98%,100%,100%,99%,100%,94%
2017,07X600,Alfred E. Smith Career And Technical Education High School,15%,92%,92%,98%,95%,98%,98%,95%,97%,93%,95%,97%,96%,97%,93%,100%,93%,97%,85%
2017,07X670,Health Opportunities High School,74%,95%,90%,88%,91%,93%,94%,93%,93%,93%,97%,93%,97%,96%,98%,98%,92%,89%,80%
2017,08X014,P.S. X014 Senator John Calandra,83%,92%,95%,98%,95%,97%,97%,97%,98%,98%,96%,94%,96%,96%,97%,96%,97%,98%,91%
2017,08X036,P.S. 036 Unionport,71%,99%,99%,99%,99%,98%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,98%
2017,08X048,P.S. 048 Joseph R. Drake,25%,79%,88%,95%,87%,93%,90%,87%,88%,91%,89%,89%,87%,86%,88%,91%,87%,90%,86%
2017,08X062,P.S. 062 Inocensio Casanova,51%,93%,94%,97%,93%,97%,97%,96%,97%,96%,94%,94%,97%,97%,97%,98%,98%,98%,91%
2017,08X069,P.S. 069 Journey Prep School,54%,96%,98%,99%,97%,97%,97%,98%,98%,98%,99%,98%,97%,97%,98%,96%,98%,98%,91%
2017,08X071,P.S. 071 Rose E. Scala,30%,87%,90%,96%,90%,95%,94%,93%,91%,94%,94%,88%,93%,93%,96%,95%,92%,93%,88%
2017,08X072,P.S. 072 Dr. William Dorney,50%,91%,92%,97%,91%,95%,94%,92%,94%,94%,93%,91%,95%,95%,94%,93%,94%,94%,90%
2017,08X075,P.S. 75 School Of Research And Discovery,71%,90%,92%,95%,90%,95%,94%,91%,91%,92%,90%,87%,91%,91%,86%,91%,94%,95%,83%
2017,08X093,P.S. 093 Albert G. Oliver,47%,90%,91%,94%,92%,93%,95%,93%,92%,93%,94%,94%,91%,90%,92%,94%,92%,94%,91%
2017,08X100,P.S. 100 Isaac Clason,16%,83%,90%,94%,89%,96%,93%,91%,91%,89%,90%,93%,93%,94%,94%,94%,94%,93%,93%
2017,08X101,M.S. X101 Edward R. Byrne,77%,86%,84%,95%,92%,96%,95%,95%,95%,93%,94%,92%,97%,97%,97%,94%,95%,94%,87%
2017,08X107,P.S. 107,94%,89%,93%,97%,93%,94%,93%,93%,92%,95%,93%,91%,95%,95%,96%,97%,93%,95%,92%
